content,score,cleaned_content,sentiment
"sabtu, 07/juni/2025 untuk ui hyperos di android buka halaman menu transaksi tidak ada histori transaksi apapun, padahal saya rajin beli barang disini. cukup mengecewakan ditambah dengan pihak kurir partner tokopedia ID EXPRESS yg kaga becus & profesional. paket udh sampai di gudang (stuck di TH domisili saya) namun tidak kunjung dikirim jg s/d 3 hari. kapok dari ui aplikasi sampe dengan kurir partner nya, tolong hapus aja kerjasamanya dengan kurir ID EXPRESS!!!",2,sabtu juni ui hyperos android buka halaman menu transaksi histori transaksi apa rajin beli barang kecewa tambah kurir partner tokopedia id express yg kaga becus profesional paket gudang stuck th domisili kunjung kirim sd kapok ui aplikasi sampe kurir partner nya tolong hapus aja kerjasamanya kurir id express,positif
"abis diupdate bukannya bagus malah jadi bobrok, daftar transaksi hilang, saya mau tracking barang tapi pesanan yang ingin saya tracking tidak ada, transaksi berlangsung tertulis 9 tapi yang muncul cuma 4, hadehhh",1,abis diupdate bagus bobrok daftar transaksi hilang tracking barang pesan tracking transaksi tulis muncul hadehhh,positif
Saya order kaos anime bochi the rock tapi skrg kenapa saya udh order tapi kok tidak ada transaksi berlangsung kayak di pakai filter di sembunyikan,3,order kaos anime bochi the rock skrg order transaksi kayak pakai filter sembunyi,negatif
"sudah bagus, tolong aplikasinya di perbaiki lagi bagi penggunaan hp lama mulai resah karna bug nya banyak",5,bagus tolong aplikasi baik guna hp resah karna bug nya,negatif
kadang barang g sesuai,4,kadang barang sesuai,positif
"tolong untuk wilayah mauk kab. tangerang expedisi SICEPAT yg dipake TOKOPEDIA harus lebih dikontrol lagi soalnya setiap saya pesen barang lewat SICEPAT selalu diantar balik lagi ke gudang SICEPAT, padahal saya sudah komplen di kantornya",4,tolong wilayah mauk kab tangerang expedisi sicepat yg dipake tokopedia kontrol sen barang sicepat antar gudang sicepat komplen kantor,netral
apalah tiba tiba lagi game ada iklan juancok,2,apa game iklan juancok,netral
riwayat transaksi gak bisa diakses tiba tiba hilang padahal lagi liat posisi dimana,1,riwayat transaksi akses hilang liat posisi mana,positif
ini gimana sih tokopedia kok barang yang aku beli hilang semua di menu transaksi mana uang nggak kembali dan barang yang dibeli nggak ada di menu transaksi real ini gimana kalo barang nggak dikirim uang saya gimana,1,gimana sih tokopedia barang beli hilang menu transaksi uang barang beli menu transaksi real gimana kalo barang kirim uang gimana,positif
setelah pembaharuan daftar transaksi hilang semua padahal ada 1 produk sedang kirim kok sekarang malah hilang,2,baharu daftar transaksi hilang produk kirim hilang,positif
"kak kenapa riwayat transaksi hilang semua ya, tapi kalau diklik dari notifikasi ada🙏🏻",3,kak riwayat transaksi hilang ya klik notifikasi,positif
"Mending langsung matiin aja ini tokopedia dari pada pelan-pelan dibikin sakit-sakitan dan koma. Fitur dihapus, app makin berat, UI/UX membingungkan, promo gak ada. Serius gua mending langsung matiin aja ini marketplace sampah biar gua bisa fokus ke shopee.",1,mending langsung matiin aja tokopedia pelanpelan bikin sakitsakitan koma fitur hapus app berat uiux bingung promo serius gua mending langsung matiin aja marketplace sampah biar gua fokus shopee,negatif
ini kenapa semenjak update jadi makin ampas! daftar transaksi hilang! daftar toko favorite yang udah di follow juga hilang! padahal udah lama pake tokopedia loh! hadehh..!! pindah ke oyen aja lah!,1,semenjak update ampas daftar transaksi hilang daftar toko favorite follow hilang pake tokopedia loh hadehh pindah oyen aja,positif
senang belanja di tokopedia,5,senang belanja tokopedia,netral
knp akun saya tiba² hilang semua riwayat transaksi nya ya? transaksi yg terbaru jg ikut hilang?,2,akun tiba hilang riwayat transaksi nya ya transaksi yg baru hilang,positif
"beli barang maskara barenbliss tanggal 6 juni, udah dibayar pake briva tapi ga muncul di status pembelian ini gimana yaa?. mana udah bayar lagi mahal pula, kalo kaya gini mah ilang uang nya",1,beli barang maskara barenbliss tanggal juni bayar pake briva muncul status beli gimana yaa bayar mahal kalo kaya gin mah ilang uang nya,negatif
apk makin gak jelas semua kata kunci pencarian gak bisa. tgl 07.06.2025 barang yg sudah di beli hilang dari prosesnya makin gila' nih apk.,1,apk kunci cari tanggal barang yg beli hilang proses gila nih apk,netral
eror.. transaksi semuanya hilang..,1,eror transaksi hilang,netral
"Toko saya jadi error, sejak integrasi ke titok, dan sampai sekarang belum dibenerin, Produk saya muncul tapi tidak bisa di Chekout MANA Tanggung jawab dari TOKOPEDIA DAN TIKTOK !!!",1,toko error integrasi titok dibenerin produk muncul chekout tanggung tokopedia tiktok,netral
"setelah di update jadi banyak bug, gabisa lihat produk yg telah kita beli. tolong hapus filter karena itu penyebab bug nya",1,update bug gabisa lihat produk yg beli tolong hapus filter sebab bug nya,positif
"makin banyak error aja nih aplikasi. sistem transaksi makin ngebug, barang yang udah dibayar malah gak ditampilkan. ongkir gila-gila an aja",1,error aja nih aplikasi sistem transaksi ngebug barang bayar tampil ongkir gilagila an aja,netral
csnya lama bales chat,1,csnya bales chat,netral
"makin kesini makin kesana, fitur chat gk ada opsi lain/hapus, pelapak banyak yg slow respon, bahkan gk aktif nyampe pesanan batal otomatis, kecoa jadinya",1,kesini kesana fitur chat opsi lainhapus lapak yg slow respon aktif nyampe pesan batal otomatis kecoa,positif
transaksi tiba tiba ilang,1,transaksi ilang,netral
"wehhh kok slide transaksi ku ga ada, masa gini sih, aku lagi pesan paket trus dalam status ""dikirim"" malah g ada pulak... semuanya hilang anjir",2,wehhh slide transaksi ku gin sih pesan paket trus status kirim pulak hilang anjir,positif
"Sudah diupgrade kok malah jadi bobrok,gimana sih? Status transaksi juga ga update,kurir rekomendasi yang ga jelas,no resi ga bisa dilacak.",1,diupgrade bobrokgimana sih status transaksi updatekurir rekomendasi jelasno resi lacak,positif
bagus,5,bagus,netral
ni ngebug apa gmn menu transaksi gw gak ada isinya data nya pada ilang,2,ni ngebug gmn menu transaksi isi data nya ilang,negatif
tokped lg kenapa yah? tiba2 g bsa lacak transaksi... mana sata sdng order barang.... mau liat invoice dan status barenag jd g bisa... sdh kekirim atau belom saya g tau.... selama ini baik2 aja saya pake tokped,5,tokped lg yah lacak transaksi sata sdng order barang liat invoice status barenag kirim bom aja pake tokped,positif
kok bisa daftar transaksi musnah? padahal ada pesanan,1,daftar transaksi musnah pesan,netral
bjir promonya murah,1,bjir promonya murah,netral
"Parah banget nih tokopedia, udah mah ekspedisinya kacau banget. ditambah lagi aplikasi nya ikutan kacau. masa paket dari Jakarta - Cirebon udah 6 hari belum nyampe 😂 ehh pas dicek di aplikasi status pengiriman nya jadi hilang. bener bener parah kacaaau.. berharap lebih baik dari shopee ehh malah kacau kacau..",1,parah banget nih tokopedia mah ekspedisi kacau banget tambah aplikasi nya ikut kacau paket jakarta cirebon nyampe ehh pas cek aplikasi status kirim nya hilang bener bener parah kacaaau harap shopee ehh kacau kacau,netral
"Di update malah riwayat transaksi hilang, pembelian yang masih belum sampai/dalam pengiriman juga hilang.....",1,update riwayat transaksi hilang beli sampaidalam kirim hilang,positif
"ga lucu woi, pesen barang, pas lagi di kirim tiba-tiba di Tokopedia nya gaada tanda transaksi, itu barangnya dibawa kurir apa gimana nih?",1,lucu woi sen barang pas kirim tibatiba tokopedia nya gaada tanda transaksi barang bawa kurir gimana nih,positif
"dikit dikit update,dikit dikit update,",1,dikit dikit updatedikit dikit update,negatif
👍👍,5,,netral
"Sekelas tokped daftar transaksi error tidak dpt diakses, lalu kalau ada komplain atau transaksi batal, dll itu apakah bisa dipertanggungjawabkan? Anda itu marketplace yg menyediakan jasa transaksi jual beli tapi fitur utama error dan tidak bisa diakses. Jd fungsi utama aplikasi tidak bisa digunakan sebagaimana mestinya",1,kelas tokped daftar transaksi error dpt akses komplain transaksi batal dll dipertanggungjawabkan marketplace yg sedia jasa transaksi jual beli fitur utama error akses fungsi utama aplikasi mesti,positif
"memuaskan, terimakasih!",5,muas terimakasih,positif
lagi transaksi buru buru malah pengembangan sistem....kacau juga lama lama nih Tokopedia,3,transaksi buru buru kembang sistemkacau nih tokopedia,positif
Gak ada fitur pilih semua centang semua wishlist untuk dihapus,2,fitur pilih centang wishlist hapus,negatif
"gak bisa cek transaksi berlangsung. kacau aplikasi ini, sering error & UI berubah2 terus setelah update, bikin gak nyaman... makin hari makin sampah...",1,cek transaksi kacau aplikasi error ui ubah update bikin nyaman sampah,negatif
"barang belum datang, pas di cek di aplikasi eh kok daftar transaksi eror",1,barang pas cek aplikasi eh daftar transaksi eror,negatif
sering banget barang belum sampai malah d claim sudah terkirim ..aaa..nnn..jj...ii...nn....gg lama 2 jadi aplikasi penipu nih terutama expedisi JNE nya rugi barang hilang hampir 20jutaan,1,banget barang d claim kirim aaannnjjiinngg aplikasi tipu nih expedisi jne nya rugi barang hilang juta,netral
"ngebug,force close terus",1,ngebugforce close,negatif
bagus,5,bagus,netral
"lawak bgt ini,menu transaksi gak bisa di akses bikin panik tau,tolong segera di fix di update",1,lawak bgt inimenu transaksi akses bikin panik tautolong fix update,positif
KENAPA GABISA BUKA STATUS PESANAN TULISANNYA SERVERNYA ERROR' TERUS HADUH GIMANA SIH INI JADI GATAU STATUS PESANANNYA !!!!!!!!,1,gabisa buka status pesan tulis servernya error haduh gimana sih status pesan,negatif
"dulu saya pake Mitra Tokopedia, karena sudah dihapus, saya pake Tokopedia ini, baru saja, transaksi Beli Token PLN, 7 Juni 2025, mau lihat detail transaksi, mau lihat Tokennya GAK BISA.. gak ada transaksi yg muncul.. padahal di notifikasi transaksi berhasil.. GIMANA ini?",5,pake mitra tokopedia hapus pake tokopedia transaksi beli token pln juni lihat detail transaksi lihat tokennya transaksi yg muncul notifikasi transaksi hasil gimana,positif
"Sehabis Di update Ke versi 6.6 Ada Kendala Di Play later ,,,Cantuman Datanya Koh Lambat Untuk Loading Data Untuk Mengetahui ,, Mohon Dibantu Terimakasih ,,,Seumpama Sudah Beres Pelayanan Saya Kasih Bintang 5 ,,, Cepatlah Dibantu.!!!!",4,habis update versi kendala play later cantum data koh lambat loading data mohon bantu terimakasih umpama beres layan kasih bintang cepat bantu,positif
saldo udah berkurang tapi ga ada data transaksi.,1,saldo kurang data transaksi,netral
"udah pindah kesini dari olsop lambada karna dari segi kemudahan dalam pencarian produk, kl di lambada nyari ini nongolnya itu, tapi untuk pengiriman memang tokped masi kalah cepat. bahkan proses terkadang terlalu lama dari seller. harusnya kasih batas maksimal waktu proses jangan terlalu lama, maksimal 2 hari kerja, biar kedepannya seller tidak meremehkan pesanan. sy pernah 1 minggu ga dikirim2🥴 anggap aja +-",5,pindah kesini olsop lambada karna segi mudah cari produk kl lambada nyari nongol kirim tokped mas kalah cepat proses terkadang seller kasih batas maksimal proses maksimal kerja biar depan seller remeh pesan sy minggu kirim anggap aja,positif
"ini jam malam keatas suka banget server error kah? udah mau checkout barang pas pencet transaksi ""server error"" mulu padahal jaringan bagus bagus aja",1,jam malam atas suka banget server error kah checkout barang pas pencet transaksi server error mulu jaring bagus bagus aja,netral
pada tab Transaksi error mulu uyyyyyyy,3,tab transaksi error mulu uyyyyyyy,netral
Ka untuk upload video barang bermasalah lama sekali seperti tidak dapat menampilkan video komplain barang kurang... Aplikasi tidak dapat menampilkan video ukuran 50 mb.,5,ka upload video barang masalah tampil video komplain barang aplikasi tampil video ukur mb,negatif
"tolong diperbaiki bug nya, bagian transaksi tidak bisa diakses. error code....",3,tolong baik bug nya transaksi akses error code,positif
baik bagus dan aman,5,bagus aman,netral
mantap,5,mantap,positif
Error terus toped care nya...knp gan??,5,error toped care nyaknp gan,netral
"Bagi Pembeli Atau Penjual Silahkan Pakai Market Lain Tokopedia Sudah Rusak, Kami Menghimbau Untuk Menghindari Sesuatu Yang Tidak Di Inginkan Baik Penjual Atau Pembeli. karena sistem tokopedia saat ini sudah berantakan di sistem penjualannya.",1,beli jual silah pakai market tokopedia rusak menghimbau hindar jual beli sistem tokopedia beranta sistem jual,positif
Sangat baik,5,,netral
"ini kenapa tiap mau liat status transaksi kenapa selalu error? buka di website aja error, mana mau batalin pesenan pula. pantes kalah saing sama sebelah wkwk",1,liat status transaksi error buka website aja error batalin sen pantes kalah saing belah wkwk,negatif
ga bagus,1,bagus,netral
I like It,5,i like it,netral
"buset ongkir doang gak ngotak,, mahalan ongkir dari pada barangnya.",1,buset ongkir doang ngotak mahal ongkir barang,positif
aplikasi kebanyakan erornya👎,2,aplikasi banyak eror,negatif
ini apasih gua dah beli pake saldo dana malah apk nya eror gemana sih,1,apasih gua beli pake saldo dana apk nya eror gana sih,negatif
"Makin diupdate,malah makin lemot",2,diupdatemalah lot,negatif
"hati"" belanja di toped . banyak voucer / kupon diskon . tapi aslinya harga sama saja . harga di naikan sama toped trus di kasih voucher sendiri . kalo di hitung"" secara detail hasilnya sama bahkan lebih mahal timbang di toko orange. tadi baru sadar 500rb melayang setelah liat rincian ternyata sama aja jatuh harganya . mau tak batalin buka transaksi GK bisa , tapi pas buka yg lain mau co lagi bisa .aneh bene EMG .selisih 40rb dr orange tanpa voucher .sial benr dah gua wkwkwk",1,hati belanja toped voucer kupon diskon asli harga harga naik toped trus kasih voucher kalo hitung detail hasil mahal timbang toko orange sadar rb layang liat rincian aja jatuh harga batalin buka transaksi pas buka yg co aneh bene selisih rb dr orange voucher sial benr gua wkwkwk,positif
👍👍👍👍👍,5,,netral
"bayar sudah ,ngasih ulasan sudah , ,kok akun ku di musuhin ❓😡, sebulan dua kali disuruh masuk ulang , ,",1,bayar ngasih ulas akun ku musuhin bulan kali suruh masuk ulang,negatif
"mengikuti game 6.6 yang diadakan tokopedia ,memilih barang barang dari TENANT TOKO PILIHAN SPESIAL NYA ,dengan diskon besar ,ternyata menjual barang palsu (lampu philips) dan saat mau laporkan pemalsuan ,malah diarahkan ke halaman pendaftaran entah apa itu yg memakai full bahasa Inggris sehingga sulit untuk dimengerti & proses tidak bisa dilanjutkan , padahal tokopedia itu aplikasi beroperasi di Indonesia, seolah2 melindungi toko2 penipu dan mempersulit laporan penipuan, mohon klarifikasinya",2,ikut game ada tokopedia pilih barang barang tenant toko pilih spesial nya diskon jual barang palsu lampu philips lapor palsu arah halaman daftar yg pakai full bahasa inggris sulit erti proses lanjut tokopedia aplikasi operasi indonesia lindung toko tipu sulit lapor tipu mohon klarifikasi,positif
update terbaru gak bisa liat toko favorit di beranda di perbaiki lagi dong,4,update baru liat toko favorit beranda baik,netral
aplikasi sering keluar sendiri,3,aplikasi,negatif
Saya ubah jadi bintang 1 karena jelek penanganan solusi pengembalian dana dan penjual tidak proporsional.banyak penipuan nya penjual si Tokopedia dan pihak Tokopedia pun selalu memihak penjual padahal video unbo6dan Poto jelas,1,ubah bintang jelek tangan solusi kembali dana jual proporsionalbanyak tipu nya jual si tokopedia tokopedia jual video unbodan poto,positif
oke oek,5,oke oek,positif
lebih mudah,5,mudah,netral
"lama dalam pengiriman,beda sama toko oren yang selalu cepet. barang selalu di oper ke beda expedisi. mantap 👍",1,pengirimanbeda toko oren cepet barang oper beda expedisi mantap,positif
"Udah berkali2 bermasalah, pesanan 2 hari ngak dikirim. Padahal pakai instan dan same day, chat seller ngak direspon. Saat mau batalin pesanan, harus nunggu konfirmasi penjual. Chat CFS Tokopedia diapp 3 jaman, baru direspon. Ngak heran, Tokopedia kalah dari Shopee. Admin dan sellernya, menyepelekan customer. Kayak customer ngemis aja, gue ajukin complain karena Seller. Malah Kurir yang disalahin, gilaa..nindas kurir. Mentang2, mereka orang kecil.",1,kali masalah pesan ngak kirim pakai instan same day chat seller ngak direspon batalin pesan nunggu konfirmasi jual chat cfs tokopedia diapp jaman direspon ngak heran tokopedia kalah shopee admin sellernya sepele customer kayak customer ngemis aja ajukin complain seller kurir disalahin gilaanindas kurir mentang orang,positif
